customerid,recency,frequency,monetary,avg_order_value,monetary_per_day,is_high_value,cluster
15587,49.0,7,2435.7599999999998,347.9657142857142,48.715199999999996,0,1
15588,677.0,1,579.6,579.6,0.8548672566371682,0,1
15589,255.0,3,957.0600000000001,319.02000000000004,3.7385156250000002,0,1
15590,381.0,5,1496.6,299.32,3.9178010471204185,0,1
15591,582.0,3,217.90000000000003,72.63333333333334,0.37375643224699834,0,1
15592,46.0,1,777.1600000000001,777.1600000000001,16.53531914893617,0,1
15593,70.0,1,399.6,399.6,5.6281690140845075,0,1
15594,15.0,5,3543.559999999999,708.7119999999998,221.47249999999994,1,0
15595,487.0,1,357.6,357.6,0.7327868852459016,0,1
15596,100.0,9,4134.3099999999995,459.36777777777775,40.93376237623762,1,0
15597,34.0,2,887.9400000000002,443.9700000000001,25.36971428571429,0,1
15598,52.0,2,788.6999999999999,394.34999999999997,14.881132075471697,0,1
15599,26.0,3,2011.8000000000006,670.6000000000003,74.51111111111113,0,1
15600,427.0,4,1199.31,299.8275,2.802126168224299,0,1
15601,10.0,30,20968.300000000116,698.9433333333371,1906.2090909091014,1,0
15602,7.0,16,4435.83,277.239375,554.47875,1,0
15603,78.0,2,136.96,68.48,1.7336708860759495,0,1
15604,51.0,1,432.77999999999986,432.77999999999986,8.322692307692305,0,1
15605,35.0,9,2940.1800000000007,326.6866666666667,81.67166666666668,0,1
15606,60.0,17,8151.149999999995,479.4794117647056,133.6254098360655,1,0
15607,336.0,9,1813.7299999999996,201.5255555555555,5.381988130563797,0,1
15608,27.0,5,2879.660000000001,575.9320000000002,102.84500000000004,0,1
15609,183.0,1,596.96,596.96,3.244347826086957,0,1
15610,51.0,1,224.92000000000002,224.92000000000002,4.325384615384616,0,1
15611,9.0,24,4546.729999999998,189.44708333333324,454.6729999999998,1,0
15612,35.0,2,390.3,195.15,10.841666666666667,0,1
15613,609.0,1,433.71999999999997,433.71999999999997,0.7110163934426229,0,1
15614,437.0,4,3147.3599999999988,786.8399999999997,7.185753424657531,0,1
15615,9.0,47,31773.709999999915,676.0363829787216,3177.3709999999915,1,-1
15616,437.0,1,317.11,317.11,0.7239954337899543,0,1
15617,395.0,3,828.5500000000003,276.18333333333345,2.0922979797979804,0,1
15618,32.0,4,1553.702,388.4255,47.081878787878786,0,1
15619,10.0,1,672.8000000000001,672.8000000000001,61.16363636363637,0,1
15620,56.0,4,3495.5400000000036,873.8850000000009,61.3252631578948,1,0
15621,3.0,4,2586.0599999999995,646.5149999999999,646.5149999999999,0,1
15622,42.0,17,11562.169999999978,680.1276470588223,268.88767441860415,1,0
15623,140.0,8,2738.0800000000036,342.26000000000045,19.41900709219861,0,1
15624,116.0,4,1176.2600000000007,294.06500000000017,10.053504273504279,0,1
15625,103.0,9,4770.66,530.0733333333333,45.871730769230766,1,0
15626,74.0,3,1743.320000000001,581.106666666667,23.244266666666682,0,1
15627,456.0,2,566.9,283.45,1.2404814004376368,0,1
15628,4.0,17,8203.319999999992,482.5482352941172,1640.6639999999984,1,0
15629,449.0,4,2240.900000000002,560.2250000000005,4.979777777777782,0,1
15630,44.0,3,2667.7500000000005,889.2500000000001,59.283333333333346,0,1
15631,641.0,1,596.6700000000002,596.6700000000002,0.9293925233644863,0,1
15632,15.0,8,6570.620000000005,821.3275000000007,410.66375000000033,1,0
15633,508.0,13,4335.959999999998,333.5353846153845,8.518585461689584,1,0
15634,16.0,2,798.2000000000002,399.1000000000001,46.952941176470596,0,1
15635,395.0,1,100.35,100.35,0.2534090909090909,0,1
15636,89.0,4,2169.3400000000006,542.3350000000002,24.103777777777786,0,1
15637,52.0,5,1020.9500000000002,204.19000000000003,19.263207547169813,0,1
15638,378.0,6,2265.2,377.5333333333333,5.976781002638522,0,1
15639,133.0,3,1490.3999999999994,496.7999999999998,11.122388059701487,0,1
15640,3.0,29,35910.420000000064,1238.2903448275883,8977.605000000016,1,-1
15641,104.0,12,7232.7499999999945,602.7291666666662,68.88333333333328,1,0
15642,729.0,1,105.78000000000003,105.78000000000003,0.14490410958904112,0,1
15643,191.0,3,1328.0,442.6666666666667,6.916666666666667,0,1
15644,165.0,4,1607.079999999999,401.76999999999975,9.681204819277102,0,1
15645,18.0,3,1667.1800000000003,555.7266666666668,87.7463157894737,0,1
15646,157.0,5,1232.4500000000005,246.4900000000001,7.800316455696206,0,1
15647,414.0,1,168.99999999999997,168.99999999999997,0.4072289156626505,0,1
15648,203.0,2,1279.0000000000005,639.5000000000002,6.2696078431372575,0,1
15649,335.0,4,2476.35,619.0875,7.370089285714285,0,1
15650,521.0,2,553.8800000000001,276.94000000000005,1.0610727969348661,0,1
15651,36.0,5,1905.3599999999997,381.07199999999995,51.496216216216204,0,1
15652,90.0,5,1743.68,348.736,19.161318681318683,0,1
15653,92.0,2,1754.8799999999999,877.4399999999999,18.869677419354836,0,1
15654,8.0,2,1845.059999999999,922.5299999999995,205.00666666666655,0,1
15655,242.0,1,1121.3400000000001,1121.3400000000001,4.614567901234569,0,1
15656,44.0,4,1497.0,374.25,33.266666666666666,0,1
15657,22.0,1,60.0,60.0,2.608695652173913,0,1
15658,189.0,8,3141.370000000004,392.6712500000005,16.533526315789494,0,1
15659,43.0,3,838.94,279.6466666666667,19.06681818181818,0,1
15660,24.0,15,4204.550000000001,280.3033333333334,168.18200000000004,1,0
15661,316.0,8,1525.7499999999995,190.71874999999994,4.813091482649841,0,1
15662,660.0,2,283.73,141.865,0.4292435703479577,0,1
15663,105.0,1,276.28,276.28,2.6064150943396225,0,1
15664,50.0,4,1640.4600000000005,410.1150000000001,32.16588235294119,0,1
15665,167.0,5,6209.279999999993,1241.8559999999986,36.95999999999996,1,0
15666,471.0,2,632.9399999999997,316.46999999999986,1.3409745762711858,0,1
15667,39.0,1,602.6400000000001,602.6400000000001,15.066000000000003,0,1
15668,217.0,1,152.64000000000001,152.64000000000001,0.7001834862385322,0,1
15669,39.0,4,1368.6800000000003,342.1700000000001,34.217000000000006,0,1
15670,296.0,2,498.24999999999994,249.12499999999997,1.6776094276094273,0,1
15671,18.0,7,5314.260000000003,759.1800000000004,279.6978947368423,1,0
15672,724.0,1,45.300000000000004,45.300000000000004,0.06248275862068966,0,1
15673,87.0,9,8930.549999999988,992.283333333332,101.4835227272726,1,0
15674,72.0,13,9394.829999999984,722.6792307692295,128.6963013698628,1,0
15675,80.0,4,865.73,216.4325,10.688024691358025,0,1
15676,18.0,3,6871.519999999994,2290.506666666665,361.65894736842074,1,0
15677,48.0,3,1962.86,654.2866666666666,40.05836734693877,0,1
15678,52.0,3,2178.6399999999994,726.2133333333331,41.10641509433961,0,1
15679,23.0,4,1562.560000000001,390.64000000000027,65.10666666666671,0,1
15680,8.0,10,5362.370000000001,536.2370000000001,595.818888888889,1,0
15681,24.0,14,4415.860000000006,315.41857142857185,176.63440000000026,1,0
15682,598.0,2,318.24,159.12,0.5312854757929883,0,1
15683,116.0,2,718.29,359.145,6.139230769230769,0,1
15684,546.0,3,173.95000000000002,57.98333333333334,0.31800731261425963,0,1
15685,449.0,1,55.980000000000004,55.980000000000004,0.12440000000000001,0,1
15686,419.0,1,90.0,90.0,0.21428571428571427,0,1
15687,8.0,9,5986.200000000001,665.1333333333334,665.1333333333334,1,0
15688,418.0,1,190.57,190.57,0.4548210023866348,0,1
15689,119.0,3,775.1300000000001,258.3766666666667,6.459416666666668,0,1
15690,3.0,2,479.52,239.76,119.88,0,1
15691,251.0,4,708.0999999999999,177.02499999999998,2.8099206349206347,0,1
15692,27.0,1,382.0799999999999,382.0799999999999,13.645714285714282,0,1
15693,658.0,1,37.5,37.5,0.05690440060698027,0,1
15694,0.0,23,16427.879999999986,714.2556521739125,16427.879999999986,1,0
15695,266.0,4,1541.02,385.255,5.771610486891386,0,1
15696,32.0,13,6592.329999999994,507.1023076923072,199.76757575757557,1,0
15697,689.0,1,246.75,246.75,0.3576086956521739,0,1
15698,623.0,1,46.2,46.2,0.07403846153846154,0,1
15699,17.0,1,619.2999999999998,619.2999999999998,34.405555555555544,0,1
15700,171.0,2,1393.3600000000008,696.6800000000004,8.100930232558143,0,1
15701,1.0,4,3058.000000000004,764.500000000001,1529.000000000002,0,1
15702,475.0,2,140.38999999999996,70.19499999999998,0.2949369747899159,0,1
15703,264.0,1,423.00000000000006,423.00000000000006,1.59622641509434,0,1
15704,139.0,6,6028.28,1004.7133333333333,43.05914285714285,1,0
15705,200.0,1,286.20000000000005,286.20000000000005,1.4238805970149255,0,1
15706,63.0,4,2121.120000000001,530.2800000000002,33.14250000000001,0,1
15707,34.0,4,1833.9599999999994,458.48999999999984,52.398857142857125,0,1
15708,40.0,9,7122.399999999995,791.3777777777773,173.7170731707316,1,0
15709,283.0,2,461.1000000000001,230.55000000000004,1.6235915492957749,0,1
15710,416.0,1,898.8699999999998,898.8699999999998,2.155563549160671,0,1
15711,556.0,2,420.25,210.125,0.7544883303411131,0,1
15712,8.0,12,4544.769999999996,378.730833333333,504.974444444444,1,0
15713,142.0,4,1196.34,299.085,8.366013986013986,0,1
15714,11.0,5,1113.9900000000005,222.7980000000001,92.83250000000004,0,1
15715,555.0,5,658.0200000000002,131.60400000000004,1.183489208633094,0,1
15716,145.0,11,3586.369999999999,326.0336363636363,24.564178082191773,1,0
15717,233.0,5,757.3,151.45999999999998,3.236324786324786,0,1
15718,539.0,1,293.7899999999999,293.7899999999999,0.5440555555555554,0,1
15719,32.0,31,15226.039999999932,491.1625806451591,461.39515151514945,1,0
15720,23.0,2,1337.9500000000005,668.9750000000003,55.74791666666669,0,1
15721,11.0,1,942.8000000000002,942.8000000000002,78.56666666666668,0,1
15722,35.0,11,7445.210000000001,676.8372727272728,206.81138888888893,1,0
15723,364.0,4,1121.400000000001,280.35000000000025,3.0723287671232904,0,1
15724,200.0,3,529.0999999999999,176.36666666666665,2.6323383084577108,0,1
15725,14.0,1,830.4999999999998,830.4999999999998,55.36666666666665,0,1
15726,389.0,1,321.9100000000001,321.9100000000001,0.8254102564102567,0,1
15727,16.0,15,14530.769999999964,968.7179999999976,854.7511764705861,1,0
15728,379.0,2,544.6,272.3,1.4331578947368422,0,1
15729,212.0,3,277.55,92.51666666666667,1.3030516431924883,0,1
15730,65.0,5,2847.4600000000005,569.4920000000001,43.14333333333334,0,1
15731,553.0,1,125.3,125.3,0.22617328519855595,0,1
15732,211.0,10,1838.09,183.809,8.670235849056603,0,1
15733,282.0,1,324.6,324.6,1.1469964664310954,0,1
15734,114.0,4,3602.750000000001,900.6875000000002,31.328260869565224,1,0
15735,420.0,1,327.68,327.68,0.7783372921615203,0,1
15736,434.0,2,1767.1200000000006,883.5600000000003,4.062344827586208,0,1
15737,14.0,8,2376.240000000001,297.03000000000014,158.41600000000008,0,1
15738,18.0,41,17855.740000000023,435.50585365853715,939.7757894736854,1,0
15739,65.0,1,898.2399999999999,898.2399999999999,13.609696969696968,0,1
15740,48.0,1,309.76,309.76,6.321632653061224,0,1
15741,457.0,2,208.62,104.31,0.45550218340611354,0,1
15742,618.0,1,156.87,156.87,0.2534248788368336,0,1
15743,15.0,4,1551.9200000000028,387.9800000000007,96.99500000000018,0,1
15744,77.0,1,69.6,69.6,0.8923076923076922,0,1
15745,18.0,4,2189.1799999999994,547.2949999999998,115.21999999999997,0,1
15746,133.0,1,393.7600000000001,393.7600000000001,2.938507462686568,0,1
15747,12.0,9,3446.4500000000007,382.938888888889,265.11153846153854,1,0
15748,39.0,3,754.1699999999998,251.38999999999996,18.854249999999997,0,1
15749,234.0,3,89068.59999999999,29689.53333333333,379.01531914893616,1,-1
15750,2.0,18,8916.04099999997,495.3356111111095,2972.0136666666567,1,0
15751,460.0,11,1380.4400000000005,125.4945454545455,2.9944468546637757,0,1
15752,39.0,9,6551.509999999989,727.9455555555544,163.78774999999973,1,0
15753,304.0,1,158.4,158.4,0.519344262295082,0,1
15754,50.0,9,3496.1799999999985,388.46444444444427,68.55254901960781,1,0
15755,9.0,17,8357.369999999977,491.60999999999865,835.7369999999977,1,0
15756,60.0,4,1056.0200000000016,264.0050000000004,17.31180327868855,0,1
15757,65.0,6,3654.7799999999975,609.1299999999995,55.37545454545451,1,0
15758,24.0,1,410.5,410.5,16.42,0,1
15759,217.0,7,1083.9699999999998,154.85285714285712,4.972339449541283,0,1
15760,630.0,2,13916.34,6958.17,22.054421553090332,1,-1
15761,442.0,1,143.04999999999998,143.04999999999998,0.32291196388261845,0,1
15762,64.0,2,1167.5,583.75,17.96153846153846,0,1
15763,31.0,2,2173.8400000000006,1086.9200000000003,67.93250000000002,0,1
15764,87.0,8,7783.049999999999,972.8812499999999,88.44375,1,0
15765,666.0,1,370.6299999999998,370.6299999999998,0.5556671664167914,0,1
15766,63.0,3,1146.1200000000003,382.04000000000013,17.908125000000005,0,1
15768,115.0,34,15930.719999999996,468.550588235294,137.33379310344824,1,0
15769,6.0,46,144865.24,3149.2443478260866,20695.034285714286,1,-1
15770,612.0,1,321.45000000000005,321.45000000000005,0.5243882544861338,0,1
15771,603.0,3,1006.5400000000002,335.5133333333334,1.6664569536423843,0,1
15772,417.0,1,280.88,280.88,0.6719617224880383,0,1
15773,5.0,2,1410.2000000000003,705.1000000000001,235.0333333333334,0,1
15774,68.0,6,1559.1400000000008,259.8566666666668,22.596231884057982,0,1
15775,244.0,2,255.39999999999998,127.69999999999999,1.0424489795918366,0,1
15776,132.0,1,483.23999999999984,483.23999999999984,3.633383458646615,0,1
15777,240.0,7,2809.7199999999984,401.3885714285712,11.658589211618251,0,1
15778,430.0,1,307.95,307.95,0.7145011600928074,0,1
15779,462.0,2,124.08000000000001,62.040000000000006,0.2679913606911447,0,1
15780,183.0,3,950.5600000000002,316.8533333333334,5.16608695652174,0,1
15781,24.0,3,690.9199999999998,230.30666666666662,27.636799999999994,0,1
15782,9.0,4,6628.8399999999965,1657.2099999999991,662.8839999999997,1,0
15783,10.0,1,492.59999999999997,492.59999999999997,44.78181818181818,0,1
15784,467.0,2,848.3299999999998,424.1649999999999,1.8126709401709398,0,1
15785,32.0,16,8298.899999999992,518.6812499999995,251.48181818181794,1,0
15786,45.0,5,13420.620000000012,2684.1240000000025,291.75260869565244,1,0
15787,25.0,3,1866.5200000000034,622.1733333333344,71.7892307692309,0,1
15788,508.0,1,221.83000000000004,221.83000000000004,0.43581532416502955,0,1
15789,357.0,6,2313.309999999999,385.5516666666665,6.46175977653631,0,1
15790,9.0,1,437.5,437.5,43.75,0,1
15791,43.0,5,5221.0300000000025,1044.2060000000006,118.65977272727278,1,0
15792,399.0,2,933.8400000000001,466.9200000000001,2.3346000000000005,0,1
15793,14.0,8,3365.1800000000003,420.64750000000004,224.34533333333334,0,1
15794,735.0,2,777.0000000000001,388.50000000000006,1.0557065217391306,0,1
15795,149.0,8,2589.880000000001,323.7350000000001,17.265866666666675,0,1
15796,0.0,17,7880.23999999999,463.5435294117641,7880.23999999999,1,0
15797,112.0,6,5028.48,838.0799999999999,44.49982300884955,1,0
15798,492.0,3,1535.3700000000003,511.79000000000013,3.1143407707910757,0,1
15799,75.0,4,2305.4799999999977,576.3699999999994,30.33526315789471,0,1
15800,106.0,7,1923.9600000000003,274.8514285714286,17.980934579439253,0,1
15801,45.0,3,2127.9,709.3000000000001,46.25869565217391,0,1
15802,142.0,1,902.84,902.84,6.313566433566434,0,1
15803,50.0,4,2345.48,586.37,45.98980392156863,0,1
15804,0.0,13,8412.779999999988,647.1369230769221,8412.779999999988,1,0
15805,22.0,30,15637.10999999999,521.2369999999996,679.8743478260865,1,0
15806,45.0,3,1569.1599999999999,523.0533333333333,34.11217391304348,0,1
15807,49.0,5,2721.4199999999983,544.2839999999997,54.42839999999997,0,1
15808,305.0,21,20831.52000000008,991.9771428571466,68.0768627450983,1,0
15809,35.0,7,1790.2100000000016,255.74428571428595,49.7280555555556,0,1
15810,78.0,8,4391.019999999999,548.8774999999998,55.5825316455696,1,0
15811,21.0,7,5704.770000000002,814.9671428571431,259.3077272727274,1,0
15812,106.0,12,7002.609999999997,583.5508333333331,65.44495327102801,1,0
15813,207.0,2,2607.8199999999997,1303.9099999999999,12.537596153846152,0,1
15814,16.0,6,4579.770000000002,763.2950000000004,269.3982352941178,1,0
15815,63.0,5,4201.199999999999,840.2399999999998,65.64374999999998,1,0
15816,541.0,2,144.15,72.075,0.265959409594096,0,1
15817,420.0,3,2766.3999999999987,922.1333333333329,6.571021377672206,0,1
15818,587.0,1,340.49999999999994,340.49999999999994,0.5790816326530611,0,1
15819,48.0,10,5840.239999999998,584.0239999999998,119.1885714285714,1,0
15820,319.0,1,413.95999999999987,413.95999999999987,1.2936249999999996,0,1
15821,43.0,2,1141.9199999999998,570.9599999999999,25.95272727272727,0,1
15822,2.0,6,2725.53,454.25500000000005,908.5100000000001,0,1
15823,371.0,3,3897.169999999998,1299.056666666666,10.47626344086021,1,0
15824,452.0,2,890.94,445.47,1.9667549668874174,0,1
15825,171.0,1,1065.8799999999997,1065.8799999999997,6.196976744186045,0,1
15826,55.0,4,4252.590000000001,1063.1475000000003,75.93910714285717,1,0
15827,72.0,28,5439.229999999994,194.25821428571408,74.50999999999992,1,0
15828,374.0,1,1108.82,1108.82,2.956853333333333,0,1
15829,98.0,2,1272.2799999999997,636.1399999999999,12.851313131313129,0,1
15830,37.0,1,1152.0,1152.0,30.31578947368421,0,1
15831,57.0,3,1589.2800000000002,529.7600000000001,27.40137931034483,0,1
15832,253.0,1,1673.5799999999995,1673.5799999999995,6.588897637795274,0,1
15833,737.0,1,80.4,80.4,0.10894308943089431,0,1
15834,69.0,7,5989.539999999982,855.6485714285689,85.56485714285688,1,0
15835,43.0,4,1908.1799999999987,477.0449999999997,43.367727272727244,0,1
15836,49.0,1,274.73999999999995,274.73999999999995,5.494799999999999,0,1
15837,64.0,2,1168.9899999999998,584.4949999999999,17.984461538461535,0,1
15838,10.0,34,106848.57999999996,3142.605294117646,9713.507272727269,1,-1
15839,32.0,3,2096.98,698.9933333333333,63.54484848484849,0,1
15840,58.0,2,711.1199999999999,355.55999999999995,12.052881355932202,0,1
15841,72.0,9,3966.469999999998,440.71888888888867,54.33520547945203,1,0
15842,392.0,2,548.8000000000001,274.40000000000003,1.3964376590330791,0,1
15843,303.0,1,237.89999999999998,237.89999999999998,0.7825657894736842,0,1
15844,45.0,1,261.47999999999996,261.47999999999996,5.684347826086956,0,1
15845,17.0,11,8138.049999999998,739.8227272727271,452.1138888888888,1,0
15846,384.0,1,107.01,107.01,0.27794805194805194,0,1
15847,37.0,5,1211.8400000000008,242.36800000000017,31.890526315789497,0,1
15848,621.0,1,137.99000000000004,137.99000000000004,0.2218488745980708,0,1
15850,18.0,6,1241.6300000000017,206.93833333333362,65.34894736842114,0,1
15851,526.0,1,109.73,109.73,0.20821631878557875,0,1
15852,186.0,3,417.96999999999986,139.3233333333333,2.2351336898395715,0,1
15853,51.0,1,221.60000000000005,221.60000000000005,4.261538461538462,0,1
15854,3.0,21,8547.400000000009,407.019047619048,2136.850000000002,1,0
15855,136.0,6,1764.9600000000014,294.16000000000025,12.882919708029208,0,1
15856,3.0,52,48419.59000000007,931.1459615384629,12104.897500000017,1,-1
15857,18.0,2,867.4799999999999,433.73999999999995,45.65684210526315,0,1
15858,15.0,13,4979.979999999988,383.07538461538365,311.24874999999923,1,0
15859,431.0,1,438.4599999999999,438.4599999999999,1.0149537037037035,0,1
15860,40.0,17,3326.460000000005,195.67411764705912,81.13317073170744,0,1
15861,11.0,12,7516.119999999997,626.3433333333331,626.3433333333331,1,0
15862,7.0,13,3345.1700000000005,257.32076923076926,418.14625000000007,0,1
15863,25.0,5,423.93999999999977,84.78799999999995,16.305384615384607,0,1
15864,21.0,7,4117.08,588.1542857142857,187.14,1,0
15865,40.0,5,3136.5499999999993,627.3099999999998,76.5012195121951,0,1
15866,100.0,1,423.77999999999986,423.77999999999986,4.195841584158415,0,1
15867,4.0,31,12733.439999999986,410.7561290322576,2546.6879999999974,1,0
15868,582.0,1,94.52999999999999,94.52999999999999,0.16214408233276156,0,1
15869,276.0,3,470.75,156.91666666666666,1.6994584837545126,0,1
15870,32.0,4,1208.8999999999992,302.2249999999998,36.63333333333331,0,1
15871,436.0,1,33.099999999999994,33.099999999999994,0.0757437070938215,0,1
15872,14.0,4,1045.5,261.375,69.7,0,1
15873,499.0,4,313.91999999999996,78.47999999999999,0.62784,0,1
15874,63.0,21,15690.64000000001,747.1733333333339,245.16625000000016,1,0
15875,645.0,1,108.52,108.52,0.1679876160990712,0,1
15876,408.0,2,1449.14,724.57,3.5431295843520787,0,1
15877,1.0,2,980.6599999999991,490.32999999999953,490.32999999999953,0,1
15878,561.0,2,330.76999999999987,165.38499999999993,0.5885587188612097,0,1
15879,403.0,4,1137.7999999999997,284.44999999999993,2.8163366336633655,0,1
15880,368.0,1,658.0600000000002,658.0600000000002,1.7833604336043365,0,1
15881,311.0,5,1002.7800000000002,200.55600000000004,3.214038461538462,0,1
15882,198.0,8,1641.0200000000002,205.12750000000003,8.246331658291458,0,1
15883,1.0,2,792.9599999999997,396.47999999999985,396.47999999999985,0,1
15884,431.0,2,244.60000000000002,122.30000000000001,0.5662037037037038,0,1
15885,92.0,14,2301.17,164.36928571428572,24.743763440860217,0,1
15886,59.0,4,1233.9600000000007,308.4900000000002,20.566000000000013,0,1
15887,406.0,3,1027.15,342.3833333333334,2.523710073710074,0,1
15888,80.0,3,597.47,199.15666666666667,7.376172839506173,0,1
15889,156.0,8,1847.67,230.95875,11.76859872611465,0,1
15890,394.0,5,535.65,107.13,1.3560759493670886,0,1
15891,226.0,1,1023.3599999999997,1023.3599999999997,4.508193832599117,0,1
15892,668.0,1,128.20000000000002,128.20000000000002,0.1916292974588939,0,1
15893,481.0,1,305.28000000000003,305.28000000000003,0.6333609958506224,0,1
15894,252.0,2,516.5,258.25,2.041501976284585,0,1
15895,149.0,1,358.34,358.34,2.388933333333333,0,1
15897,193.0,2,417.17999999999995,208.58999999999997,2.15041237113402,0,1
15898,0.0,25,6380.279999999993,255.21119999999974,6380.279999999993,1,0
15899,368.0,1,112.5,112.5,0.3048780487804878,0,1
15900,23.0,4,1223.8499999999995,305.96249999999986,50.99374999999998,0,1
15901,16.0,7,1039.4499999999998,148.4928571428571,61.14411764705881,0,1
15902,379.0,1,145.00999999999996,145.00999999999996,0.3816052631578946,0,1
15903,9.0,12,14066.600000000004,1172.216666666667,1406.6600000000003,1,0
15904,7.0,1,329.35999999999996,329.35999999999996,41.169999999999995,0,1
15905,542.0,1,114.69000000000003,114.69000000000003,0.2112154696132597,0,1
15906,19.0,10,4097.879999999996,409.78799999999956,204.89399999999978,1,0
15907,3.0,3,1765.4400000000032,588.480000000001,441.3600000000008,0,1
15908,490.0,2,758.62,379.31,1.545050916496945,0,1
15909,173.0,1,383.88000000000005,383.88000000000005,2.2062068965517243,0,1
15910,0.0,15,3890.0499999999934,259.33666666666625,3890.0499999999934,1,0
15911,623.0,8,1700.2400000000016,212.5300000000002,2.7247435897435923,0,1
15912,177.0,9,1339.3199999999997,148.8133333333333,7.524269662921347,0,1
15913,533.0,1,6.300000000000001,6.300000000000001,0.011797752808988765,0,1
15914,377.0,2,205.98999999999998,102.99499999999999,0.5449470899470898,0,1
15915,401.0,1,364.45000000000005,364.45000000000005,0.9065920398009951,0,1
15916,15.0,13,4648.099999999995,357.54615384615346,290.5062499999997,1,0
15917,247.0,5,653.27,130.654,2.6341532258064517,0,1
15918,190.0,3,917.1100000000002,305.70333333333343,4.801623036649216,0,1
15919,19.0,2,1051.3800000000015,525.6900000000007,52.569000000000074,0,1
15920,153.0,9,736.640000000001,81.84888888888901,4.78337662337663,0,1
15921,172.0,4,1098.29,274.5725,6.34849710982659,0,1
15922,372.0,1,739.0000000000001,739.0000000000001,1.9812332439678286,0,1
15923,372.0,1,254.16,254.16,0.6813941018766756,0,1
15924,730.0,1,102.82000000000001,102.82000000000001,0.14065663474692203,0,1
15925,193.0,1,414.30000000000007,414.30000000000007,2.1355670103092788,0,1
15926,541.0,1,134.44,134.44,0.2480442804428044,0,1
15927,646.0,1,106.54000000000002,106.54000000000002,0.16466769706336942,0,1
15928,655.0,1,293.53,293.53,0.44745426829268287,0,1
15929,643.0,1,594.0,594.0,0.922360248447205,0,1
15930,66.0,1,853.2600000000002,853.2600000000002,12.735223880597019,0,1
15931,427.0,1,239.9,239.9,0.5605140186915888,0,1
15932,3.0,8,4991.739999999998,623.9674999999997,1247.9349999999995,1,0
15933,20.0,3,2214.9200000000005,738.3066666666668,105.47238095238097,0,1
15934,417.0,2,2190.6600000000003,1095.3300000000002,5.2408133971291875,0,1
15935,238.0,2,833.7199999999995,416.85999999999973,3.4883682008368178,0,1
15936,378.0,2,282.78999999999996,141.39499999999998,0.7461477572559366,0,1
15937,63.0,1,290.70000000000005,290.70000000000005,4.542187500000001,0,1
15938,111.0,9,1139.3899999999999,126.59888888888888,10.173124999999999,0,1
15939,89.0,16,15175.399999999994,948.4624999999996,168.6155555555555,1,0
15940,310.0,1,71.6,71.6,0.23022508038585207,0,1
15941,636.0,1,405.0,405.0,0.6357927786499215,0,1
15942,133.0,1,674.88,674.88,5.036417910447761,0,1
15943,649.0,2,271.28999999999996,135.64499999999998,0.4173692307692307,0,1
15944,276.0,4,2489.3399999999997,622.3349999999999,8.986787003610107,0,1
15945,364.0,4,827.2700000000001,206.81750000000002,2.2664931506849317,0,1
15946,502.0,3,2304.18,768.06,4.580874751491053,0,1
15947,82.0,1,3416.4800000000014,3416.4800000000014,41.16240963855423,1,0
15948,7.0,3,2464.329999999999,821.443333333333,308.0412499999999,0,1
15949,16.0,2,729.4399999999998,364.7199999999999,42.90823529411764,0,1
15950,31.0,10,8865.620000000006,886.5620000000006,277.0506250000002,1,0
15951,8.0,3,1721.3899999999996,573.7966666666665,191.26555555555552,0,1
15952,33.0,4,1563.8200000000013,390.9550000000003,45.99470588235298,0,1
15953,14.0,18,5097.620000000003,283.20111111111123,339.8413333333335,1,0
15954,588.0,1,190.74999999999997,190.74999999999997,0.32385398981324276,0,1
15955,23.0,22,12502.240000000002,568.2836363636364,520.9266666666667,1,0
15956,550.0,2,617.5999999999999,308.79999999999995,1.1208711433756804,0,1
15957,31.0,3,1350.1399999999999,450.0466666666666,42.191874999999996,0,1
15958,73.0,4,566.4699999999999,141.61749999999998,7.6549999999999985,0,1
15959,681.0,3,542.8899999999998,180.96333333333325,0.7960263929618765,0,1
15960,373.0,4,410.94999999999993,102.73749999999998,1.0987967914438501,0,1
15961,378.0,1,451.28999999999985,451.28999999999985,1.190738786279683,0,1
15962,448.0,1,289.47999999999996,289.47999999999996,0.6447216035634743,0,1
15963,19.0,2,941.52,470.76,47.076,0,1
15964,662.0,1,269.21000000000004,269.21000000000004,0.4060482654600302,0,1
15965,16.0,13,3580.8099999999977,275.4469230769229,210.63588235294105,1,0
15966,450.0,1,426.5300000000001,426.5300000000001,0.9457427937915744,0,1
15967,22.0,12,3363.680000000002,280.30666666666684,146.24695652173924,0,1
15968,387.0,1,404.5499999999998,404.5499999999998,1.0426546391752571,0,1
15969,2.0,5,1793.1500000000003,358.63000000000005,597.7166666666668,0,1
15970,303.0,2,1331.4199999999996,665.7099999999998,4.379671052631577,0,1
15971,17.0,18,10092.780000000006,560.7100000000004,560.7100000000004,1,0
15972,455.0,5,1769.3300000000015,353.8660000000003,3.88010964912281,0,1
15973,366.0,3,988.4399999999999,329.47999999999996,2.6932970027247953,0,1
15974,38.0,7,6884.300000000001,983.4714285714288,176.52051282051283,1,0
15975,83.0,1,742.02,742.02,8.833571428571428,0,1
15976,164.0,6,2122.0500000000015,353.67500000000024,12.8609090909091,0,1
15977,16.0,2,2109.46,1054.73,124.08588235294118,0,1
15978,76.0,3,4378.200000000001,1459.4000000000003,56.85974025974027,1,0
